Num,Category,Base_Question,Thing,Question,Prefix,parametric-flan-t5-base,base_proba-flan-t5-base,base_cf_proba-flan-t5-base,counterfactual-flan-t5-base,contextual-flan-t5-base,ctx_proba-flan-t5-base,ctx_param_proba-flan-t5-base,ctx_cf_proba-flan-t5-base,comparison-flan-t5-base
1220,book,How many pages are in the original publication of {book}?,Moby-Dick,How many pages are in the original publication of Moby-Dick?,The original publication of Moby-Dick has,a total of 97 pages,6.03125,123.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.0390625,1.1146409077741978e+17,1.0390625,Counterfactual
1221,book,How many pages are in the original publication of {book}?,One Flew Over the Cuckoo's Nest,How many pages are in the original publication of One Flew Over the Cuckoo's Nest?,The original publication of One Flew Over the Cuckoo's Nest has,a total of 97 pages,5.53125,12.75,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.0390625,6.755399441055744e+16,1.0390625,Counterfactual
1222,book,How many pages are in the original publication of {book}?,One Hundred Years of Solitude,How many pages are in the original publication of One Hundred Years of Solitude?,The original publication of One Hundred Years of Solitude has,a total of a total of a total of a total of a total of,2.453125,963172185931776.0,a total of 97 pages,97 pages,1.0390625,68096.0,inf,Other
1223,book,How many pages are in the original publication of {book}?,Pride and Prejudice,How many pages are in the original publication of Pride and Prejudice?,The original publication of Pride and Prejudice has,a total of 97 pages,5.75,8.992787735933406e+20,97 pages,97 pages,1.0234375,2.8642893630076355e+18,2.4534169618033704e+21,Counterfactual
1224,book,How many pages are in the original publication of {book}?,Slaughterhouse-Five,How many pages are in the original publication of Slaughterhouse-Five?,The original publication of Slaughterhouse-Five has,58 pages,7.34375,3.8730956795386266e+17,a total of 97 pages,97 pages,1.0390625,inf,inf,Other
1225,book,How many pages are in the original publication of {book}?,The Alchemist,How many pages are in the original publication of The Alchemist?,The original publication of The Alchemist has,a total of 97 pages,5.65625,3.320413933267719e+20,58 pages,58 pages,1.0234375,4.976477588244398e+17,4.265809567045334e+20,Counterfactual
1226,book,How many pages are in the original publication of {book}?,The Art of War,How many pages are in the original publication of The Art of War?,The original publication of The Art of War has,a total of 97 pages,5.71875,12.375,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.0390625,6.755399441055744e+16,1.0390625,Counterfactual
1227,book,How many pages are in the original publication of {book}?,The Book Thief,How many pages are in the original publication of The Book Thief?,The original publication of The Book Thief has,a total of 97 pages,5.53125,1.3510798882111488e+18,58 pages,58 pages,1.0234375,3.6749372959343247e+18,3.135946492530624e+21,Counterfactual
1228,book,How many pages are in the original publication of {book}?,The Brothers Karamazov,How many pages are in the original publication of The Brothers Karamazov?,The original publication of The Brothers Karamazov has,a total of 97 pages,5.625,3.017411750338232e+17,58 pages,58 pages,1.015625,3.487587551435712e+19,2.3169110556579197e+22,Counterfactual
1229,book,How many pages are in the original publication of {book}?,The Catcher in the Rye,How many pages are in the original publication of The Catcher in the Rye?,The original publication of The Catcher in the Rye has,a total of 97 pages,5.625,123.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.0390625,6.755399441055744e+16,1.0390625,Counterfactual
1230,book,How many pages are in the original publication of {book}?,The Chronicles of Narnia,How many pages are in the original publication of The Chronicles of Narnia?,The original publication of The Chronicles of Narnia has,a total of 97 pages,5.5,1.3510798882111488e+18,58 pages,58 pages,1.015625,6.052837899185947e+18,4.039836952142392e+21,Counterfactual
1231,book,How many pages are in the original publication of {book}?,The Color Purple,How many pages are in the original publication of The Color Purple?,The original publication of The Color Purple has,a total of 97 pages,5.65625,1928.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.046875,6.755399441055744e+16,1.046875,Counterfactual
1232,book,How many pages are in the original publication of {book}?,The Count of Monte Cristo,How many pages are in the original publication of The Count of Monte Cristo?,The original publication of The Count of Monte Cristo has,a total of 97 pages,5.375,4352.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.046875,6.755399441055744e+16,1.046875,Counterfactual
1233,book,How many pages are in the original publication of {book}?,The Grapes of Wrath,How many pages are in the original publication of The Grapes of Wrath?,The original publication of The Grapes of Wrath has,a total of 97 pages,5.53125,7136.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.0390625,6.755399441055744e+16,1.0390625,Counterfactual
1234,book,How many pages are in the original publication of {book}?,The Great Gatsby,How many pages are in the original publication of The Great Gatsby?,The original publication of The Great Gatsby has,a total of 97 pages,5.53125,5568.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.046875,5.263582064489267e+16,1.046875,Counterfactual
1235,book,How many pages are in the original publication of {book}?,The Handmaid's Tale,How many pages are in the original publication of The Handmaid's Tale?,The original publication of The Handmaid's Tale has,a total of 97 pages,5.5,1.1575331906252744e+21,97 pages,97 pages,1.0234375,7.782220156096217e+18,8.559289250201232e+21,Counterfactual
1236,book,How many pages are in the original publication of {book}?,The Hitchhiker's Guide to the Galaxy,How many pages are in the original publication of The Hitchhiker's Guide to the Galaxy?,The original publication of The Hitchhiker's Guide to the Galaxy has,a total of 97 pages,5.375,inf,a total of 58 pages,58 pages,1.015625,inf,inf,Other
1237,book,How many pages are in the original publication of {book}?,The Hobbit,How many pages are in the original publication of The Hobbit?,The original publication of The Hobbit has,a total of 97 pages,5.1875,2176.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.0390625,5.263582064489267e+16,1.0390625,Counterfactual
1238,book,How many pages are in the original publication of {book}?,The Hunger Games,How many pages are in the original publication of The Hunger Games?,The original publication of The Hunger Games has,"a total of 97,080 pages",5.96875,1583296743997440.0,a total of 97 pages,97 pages,1.046875,1.9281035904679936e+16,1.0016005571271983e+19,Other
1239,book,How many pages are in the original publication of {book}?,The Kite Runner,How many pages are in the original publication of The Kite Runner?,The original publication of The Kite Runner has,a total of 97 pages,5.65625,5568.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.0390625,8.669429282688205e+16,1.0390625,Counterfactual
1240,book,How many pages are in the original publication of {book}?,The Little Prince,How many pages are in the original publication of The Little Prince?,The original publication of The Little Prince has,a total of 97 pages,5.71875,22677427322880.0,"a total of 97,080 pages","97,080 pages",1.0234375,4.71977240948428e+18,1.5058911254020096e+16,Other
1241,book,How many pages are in the original publication of {book}?,The Lord of the Rings,How many pages are in the original publication of The Lord of the Rings?,The original publication of The Lord of the Rings has,a total of 97 pages,5.28125,1.9281035904679936e+16,a total of 58 pages,58 pages,1.0234375,1.2826251738751173e+19,1.0016005571271983e+19,Other
1242,book,How many pages are in the original publication of {book}?,The Metamorphosis,How many pages are in the original publication of The Metamorphosis?,The original publication of The Metamorphosis has,a total of 97 pages,5.5,1.484962897933619e+21,58 pages,58 pages,1.0234375,3.6749372959343247e+18,3.135946492530624e+21,Counterfactual
1243,book,How many pages are in the original publication of {book}?,The Name of the Rose,How many pages are in the original publication of The Name of the Rose?,The original publication of The Name of the Rose has,a total of 97 pages,5.40625,3168.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.046875,8.669429282688205e+16,1.046875,Counterfactual
1244,book,How many pages are in the original publication of {book}?,The Odyssey,How many pages are in the original publication of The Odyssey?,The original publication of The Odyssey has,a total of a total of a total of a total of a total of,2.546875,747667906887680.0,a total of 97 pages,97 pages,1.0546875,286.0,2.353130805301084e+17,Other
1245,book,How many pages are in the original publication of {book}?,The Picture of Dorian Gray,How many pages are in the original publication of The Picture of Dorian Gray?,The original publication of The Picture of Dorian Gray has,a total of a total of a total of a total of a total of,2.5,963172185931776.0,a total of 97 pages,97 pages,1.0390625,1544.0,3.487587551435712e+19,Other
1246,book,How many pages are in the original publication of {book}?,The Pillars of the Earth,How many pages are in the original publication of The Pillars of the Earth?,The original publication of The Pillars of the Earth has,a total of 97 pages,5.4375,5568.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.0390625,5.263582064489267e+16,1.0390625,Counterfactual
1247,book,How many pages are in the original publication of {book}?,The Stranger,How many pages are in the original publication of The Stranger?,The original publication of The Stranger has,a total of 97 pages,5.625,5.764607523034235e+19,97 pages,97 pages,1.03125,6.755399441055744e+16,5.764607523034235e+19,Counterfactual
1248,book,How many pages are in the original publication of {book}?,The Sun Also Rises,How many pages are in the original publication of The Sun Also Rises?,The original publication of The Sun Also Rises has,a total of 97 pages,5.5,130292127891456.0,"a total of 97,080 pages","97,080 pages",1.0234375,1.0016005571271983e+19,2.476979795053773e+16,Other
1249,book,How many pages are in the original publication of {book}?,The Wind-Up Bird Chronicle,How many pages are in the original publication of The Wind-Up Bird Chronicle?,The original publication of The Wind-Up Bird Chronicle has,a total of 97 pages,5.53125,3600.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.046875,8.669429282688205e+16,1.046875,Counterfactual
1250,book,How many pages are in the original publication of {book}?,To Kill a Mockingbird,How many pages are in the original publication of To Kill a Mockingbird?,The original publication of To Kill a Mockingbird has,a total of 97 pages,5.71875,1808.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.0390625,8.669429282688205e+16,1.0390625,Counterfactual
1251,book,How many pages are in the original publication of {book}?,Ulysses,How many pages are in the original publication of Ulysses?,The original publication of Ulysses has,a total of a total of a total of a total of a total of,2.578125,963172185931776.0,a total of 97 pages,97 pages,1.046875,43776.0,7.782220156096217e+18,Other
