Num,Category,Base_Question,Thing,Question,Prefix,parametric-gemma,base_proba-gemma,counterfactual-gemma,base_cf_proba-gemma,contextual-gemma,ctx_proba-gemma,ctx_param_proba-gemma,comparison-gemma
779,element,When was {element} first isolated?,Calcium,When was Calcium first isolated?,Calcium was first isolated in,1808,0.82412726,Cu,1.4440863e-07,Cu,0.3929139,0.000811685,Counterfactual
780,element,When was {element} first isolated?,Carbon,When was Carbon first isolated?,Carbon was first isolated in,1779,0.8420824,Cu,1.04846606e-07,Cu,0.13935368,1.9984318e-06,Counterfactual
781,element,When was {element} first isolated?,Chlorine,When was Chlorine first isolated?,Chlorine was first isolated in,**1774**,0.87695765,Cr,1.256755e-06,**Cr**,0.60727227,0.040884383,Other
782,element,When was {element} first isolated?,Chromium,When was Chromium first isolated?,Chromium was first isolated in,1797,0.874968,1808,0.026841864,808,0.7152972,0.0009993195,Other
783,element,When was {element} first isolated?,Copper,When was Copper first isolated?,Copper was first isolated in,Ancient times,0.34369496,P,9.628513e-07,**P**,0.6177607,0.00015404169,Other
784,element,When was {element} first isolated?,Gold,When was Gold first isolated?,Gold was first isolated in,Ancient times,0.44374514,He,2.1017863e-06,He,0.38603008,2.3288616e-05,Counterfactual
785,element,When was {element} first isolated?,Helium,When was Helium first isolated?,Helium was first isolated in,868,0.7775833,Ba,5.857384e-07,**Ba**,0.6473264,1.8628234e-06,Other
786,element,When was {element} first isolated?,Hydrogen,When was Hydrogen first isolated?,Hydrogen was first isolated in,1766,0.8400332,Ag,9.022093e-08,**Ag**,0.55368984,0.0014297216,Other
787,element,When was {element} first isolated?,Iodine,When was Iodine first isolated?,Iodine was first isolated in,800,0.30500457,**1808**,0.03211543,1808,0.88036174,8.486786e-07,Other
788,element,When was {element} first isolated?,Iron,When was Iron first isolated?,Iron was first isolated in,Ancient times,0.5225067,Rn,8.866233e-07,Rn,0.45632884,1.294911e-07,Counterfactual
789,element,When was {element} first isolated?,Lead,When was Lead first isolated?,Lead was first isolated in,Ancient times,0.6564909,S,1.1668639e-06,S,0.49121487,7.427251e-07,Counterfactual
790,element,When was {element} first isolated?,Lithium,When was Lithium first isolated?,Lithium was first isolated in,$$1817$$,0.7977062,Ca,3.1678077e-08,**Ca**,0.5307378,0.013168109,Other
791,element,When was {element} first isolated?,Magnesium,When was Magnesium first isolated?,Magnesium was first isolated in,1808,0.92016983,**1774**,0.0034397007,1774,0.8870366,7.9366583e-07,Other
792,element,When was {element} first isolated?,Manganese,When was Manganese first isolated?,Manganese was first isolated in,1774,0.8834152,868,2.3315246e-05,868,0.8341209,7.475698e-07,Counterfactual
793,element,When was {element} first isolated?,Mercury,When was Mercury first isolated?,Mercury was first isolated in,$$,0.2913359,868,0.00019768791,868,0.8474679,9.41787e-08,Counterfactual
794,element,When was {element} first isolated?,Neon,When was Neon first isolated?,Neon was first isolated in,8000,0.29766732,Ancient times,2.4857325e-05,Ancient times,0.7569638,1.799123e-07,Counterfactual
795,element,When was {element} first isolated?,Nitrogen,When was Nitrogen first isolated?,Nitrogen was first isolated in,7777,0.5583164,Ca,5.577016e-07,**Ca**,0.48436713,2.1819116e-05,Other
796,element,When was {element} first isolated?,Oxygen,When was Oxygen first isolated?,Oxygen was first isolated in,**1774**,0.89915967,Ancient times,2.093496e-06,Ancient times,0.7839259,0.00040909756,Counterfactual
797,element,When was {element} first isolated?,Phosphorus,When was Phosphorus first isolated?,Phosphorus was first isolated in,Answer: 1669,0.87992543,Ag,4.6314035e-08,**Ag**,0.5415606,0.009417166,Other
798,element,When was {element} first isolated?,Plutonium,When was Plutonium first isolated?,Plutonium was first isolated in,I940,0.47113726,Zn,1.8436248e-07,Zn,0.10735507,0.0002303652,Counterfactual
799,element,When was {element} first isolated?,Potassium,When was Potassium first isolated?,Potassium was first isolated in,\,0.4040481,1766,0.0005523021,1766,0.8890631,7.873403e-08,Counterfactual
800,element,When was {element} first isolated?,Radon,When was Radon first isolated?,Radon was first isolated in,1900,0.8112522,14,0.0025355113,14,0.74944925,0.03318415,Counterfactual
801,element,When was {element} first isolated?,Silicon,When was Silicon first isolated?,Silicon was first isolated in,**1824**,0.89791566,1746,0.0026367363,1746,0.881217,5.073782e-05,Counterfactual
802,element,When was {element} first isolated?,Silver,When was Silver first isolated?,Silver was first isolated in,Ancient times,0.55888957,$$56$$,0.0010719721,$$56$$,0.9635419,8.743013e-08,Counterfactual
803,element,When was {element} first isolated?,Sodium,When was Sodium first isolated?,Sodium was first isolated in,1807,0.90565324,\,0.0027340413,The provided context does not state when sodium was first isolated,0.7820615,2.7038466e-05,Other
804,element,When was {element} first isolated?,Sulfur,When was Sulfur first isolated?,Sulfur was first isolated in,Ancient times,0.61827624,20,8.133657e-05,20,0.6094284,2.3210391e-07,Counterfactual
805,element,When was {element} first isolated?,Thorium,When was Thorium first isolated?,Thorium was first isolated in,I829,0.45059073,$$56$$,0.0013558737,$$56$$,0.91655725,1.2213912e-06,Counterfactual
806,element,When was {element} first isolated?,Tin,When was Tin first isolated?,Tin was first isolated in,Ancient times,0.66837764,6,7.4479067e-06,Answer: 6,0.77248037,3.19089e-07,Other
807,element,When was {element} first isolated?,Titanium,When was Titanium first isolated?,Titanium was first isolated in,I,0.072483785,**1824**,0.004464328,1824,0.90266836,1.4928987e-05,Other
808,element,When was {element} first isolated?,Uranium,When was Uranium first isolated?,Uranium was first isolated in,**1789**,0.9204099,19,0.002274762,$$19$$,0.6643171,0.05392008,Other
809,element,When was {element} first isolated?,Zinc,When was Zinc first isolated?,Zinc was first isolated in,1746,0.887589,**1789**,0.00216765,1789,0.8857027,5.3976277e-07,Other
810,element,What's the atomic number of {element}?,Aluminum,What's the atomic number of Aluminum?,The atomic number of Aluminum is,\,0.11388273,15,0.020966943,$$15$$,0.76028115,0.0012116685,Other
811,element,What's the atomic number of {element}?,Barium,What's the atomic number of Barium?,The atomic number of Barium is,$$56$$,0.8335391,26,6.8049385e-06,26,0.78845555,1.075999e-05,Counterfactual
812,element,What's the atomic number of {element}?,Bismuth,What's the atomic number of Bismuth?,The atomic number of Bismuth is,83,0.7782212,90,1.533859e-05,90,0.75876427,3.2526055e-05,Counterfactual
813,element,What's the atomic number of {element}?,Bromine,What's the atomic number of Bromine?,The atomic number of Bromine is,35,0.77949995,79,7.105483e-06,79,0.78252745,5.529226e-05,Counterfactual
814,element,What's the atomic number of {element}?,Calcium,What's the atomic number of Calcium?,The atomic number of Calcium is,20,0.8061179,$$53$$,3.4637702e-05,53,0.68290985,0.00037903755,Other
815,element,What's the atomic number of {element}?,Carbon,What's the atomic number of Carbon?,The atomic number of Carbon is,6,0.4470276,30,5.576634e-06,30,0.70920956,0.0013992131,Counterfactual
816,element,What's the atomic number of {element}?,Chlorine,What's the atomic number of Chlorine?,The atomic number of Chlorine is,17,0.64536184,I,3.4821045e-05,17,0.6209729,0.06209735,Parametric
817,element,What's the atomic number of {element}?,Chromium,What's the atomic number of Chromium?,The atomic number of Chromium is,24,0.77132905,25,0.027199224,25,0.7492583,0.025816688,Counterfactual
818,element,What's the atomic number of {element}?,Copper,What's the atomic number of Copper?,The atomic number of Copper is,29,0.9449688,17,6.6830535e-06,$$17$$,0.7509835,9.596428e-06,Other
819,element,What's the atomic number of {element}?,Gold,What's the atomic number of Gold?,The atomic number of Gold is,79,0.7471796,\,5.3499855e-07,\],0.2281622,0.015465157,Counterfactual
820,element,What's the atomic number of {element}?,Helium,What's the atomic number of Helium?,The atomic number of Helium is,2,0.54366213,$$53$$,0.0045134034,53,0.6038885,4.6646214e-06,Other
821,element,What's the atomic number of {element}?,Hydrogen,What's the atomic number of Hydrogen?,The atomic number of Hydrogen is,$$1$$,0.6171706,50,5.281304e-06,That statement is incorrect,0.8764022,0.00079161033,Other
822,element,What's the atomic number of {element}?,Iodine,What's the atomic number of Iodine?,The atomic number of Iodine is,$$53$$,0.7470364,94,2.2073714e-06,Answer: 53,0.71348923,0.010254852,Other
823,element,What's the atomic number of {element}?,Iron,What's the atomic number of Iron?,The atomic number of Iron is,26,0.7553736,$$1$$,2.5730687e-05,$$1$$,0.64290565,0.00066405965,Counterfactual
824,element,What's the atomic number of {element}?,Lead,What's the atomic number of Lead?,The atomic number of Lead is,82,0.85638285,86,0.021366365,86,0.7150647,1.2610895e-05,Counterfactual
825,element,What's the atomic number of {element}?,Lithium,What's the atomic number of Lithium?,The atomic number of Lithium is,3,0.6438899,1746,1.1729815e-05,1746,0.87390834,3.99896e-06,Counterfactual
826,element,What's the atomic number of {element}?,Magnesium,What's the atomic number of Magnesium?,The atomic number of Magnesium is,\,0.31880653,82,1.5739279e-05,82,0.71373796,7.6680726e-07,Counterfactual
827,element,What's the atomic number of {element}?,Manganese,What's the atomic number of Manganese?,The atomic number of Manganese is,25,0.77724934,14,2.5314535e-05,$$14$$,0.7487335,3.7480375e-05,Other
828,element,What's the atomic number of {element}?,Mercury,What's the atomic number of Mercury?,The atomic number of Mercury is,80,0.70482016,79,1.3298913e-05,79,0.81530344,2.0830044e-05,Counterfactual
829,element,What's the atomic number of {element}?,Neon,What's the atomic number of Neon?,The atomic number of Neon is,10,0.7500843,6,1.5964664e-06,6,0.45744535,5.7212816e-05,Counterfactual
830,element,What's the atomic number of {element}?,Nitrogen,What's the atomic number of Nitrogen?,The atomic number of Nitrogen is,7,0.5458894,82,2.3642312e-06,82,0.50444746,0.00074397086,Counterfactual
831,element,What's the atomic number of {element}?,Oxygen,What's the atomic number of Oxygen?,The atomic number of Oxygen is,8,0.34913513,$$53$$,0.0018154059,53,0.63278705,1.7233999e-06,Other
832,element,What's the atomic number of {element}?,Phosphorus,What's the atomic number of Phosphorus?,The atomic number of Phosphorus is,15,0.760026,82,1.8582128e-06,Answer: 15,0.7382584,0.0004096324,Other
833,element,What's the atomic number of {element}?,Plutonium,What's the atomic number of Plutonium?,The atomic number of Plutonium is,94,0.77439666,7,3.6684003e-06,7,0.4475308,0.0012632322,Counterfactual
834,element,What's the atomic number of {element}?,Potassium,What's the atomic number of Potassium?,The atomic number of Potassium is,19,0.759745,15,0.026049444,$$15$$,0.7335309,0.020845277,Other
835,element,What's the atomic number of {element}?,Radon,What's the atomic number of Radon?,The atomic number of Radon is,86,0.8079618,79,5.6602594e-06,79,0.73813856,9.9995894e-05,Counterfactual
836,element,What's the atomic number of {element}?,Silicon,What's the atomic number of Silicon?,The atomic number of Silicon is,14,0.793998,\,4.3299764e-07,\,0.21084163,0.01962971,Counterfactual
837,element,What's the atomic number of {element}?,Silver,What's the atomic number of Silver?,The atomic number of Silver is,47,0.8862488,\,0.0003559227,You did not provide the atomic number of Silver,0.8034789,2.8477816e-05,Other
838,element,What's the atomic number of {element}?,Sodium,What's the atomic number of Sodium?,The atomic number of Sodium is,11,0.75661916,Ancient times,1.1534742e-07,11,0.55491513,0.009225117,Parametric
